danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
0.624,0.443,-9.501,0.0301,0.662,0.0,0.116,0.377,90.092,3IUu37J3cfh8KH2Xyrj5a5,186493
0.551,0.613,-7.598,0.0589,0.537,0.0,0.122,0.505,91.106,4JGOGz0wbPMk5L4i2E4iP7,195495
0.69,0.864,-5.934,0.0439,0.199,0.00639,0.273,0.658,104.029,1H4PZ70sJdx2pJjr5ZgCBF,163055
0.325,0.224,-12.325,0.0313,0.971,0.0534,0.113,0.372,170.372,2YNZIm68vUeE76SuttAJKJ,175040
0.801,0.536,-8.487,0.0438,0.516,1.1e-05,0.0945,0.727,122.027,7kqvs22Pi4ZQT3VnXrVuGE,206213
0.54,0.698,-5.884,0.0265,0.316,0.00521,0.112,0.47,85.182,2YNWgxevUxpjZDgW4i5Aky,249467
0.583,0.716,-7.147,0.049,0.145,0.000807,0.0807,0.781,169.874,06pqXPHiUMiTagMqmDKttd,245386
0.344,0.174,-14.978,0.0314,0.94,0.000892,0.117,0.36,169.994,2BUtRxxgzFgmhXeVyXAdZv,176000
0.669,0.324,-10.443,0.0337,0.867,8.05e-05,0.106,0.437,120.221,2ZeHwwyO4hRMKYk5L1uke6,230547
0.753,0.517,-8.867,0.0519,0.603,9.52e-06,0.229,0.453,110.098,3jPCKU1tGMcKtAn7a9k9GW,214693
0.737,0.677,-8.77,0.0302,0.128,0.000293,0.721,0.963,119.981,7nKWdnGqyO1ZEBGT0IEcrv,257533
0.533,0.817,-5.41,0.0573,0.62,0.0,0.184,0.909,91.805,00N4nzw54Xz4ZwtcDzqHJK,171173
0.63,0.453,-9.216,0.0289,0.683,0.000429,0.0724,0.282,117.049,5WDEBSo0tVFP2YjwRrxK6Y,232973
0.697,0.528,-10.991,0.0612,0.731,1.32e-06,0.0929,0.43,130.185,1M09D3Qd5ni7uMufLp1NvJ,226093
0.606,0.675,-7.797,0.0736,0.489,0.0,0.0979,0.633,171.934,3BZtNm3jZjJ89TFSnku1Ye,192814
0.729,0.536,-10.493,0.0348,0.629,0.0,0.138,0.684,128.018,6EZ6kBYUyXf4zuopmRWOu2,165973
0.714,0.651,-7.862,0.0338,0.645,2.61e-05,0.112,0.215,106.973,2RFs9C6OfM6MaGBphZi3MB,222013
0.447,0.556,-12.842,0.0594,0.917,0.058,0.111,0.356,94.895,0lfmTKnJ4EdhO8Ovi7Sisw,271133
0.631,0.666,-8.798,0.0632,0.161,0.0103,0.361,0.534,119.948,0ayqZcFyd5LNGpcslbqZig,269013
0.47,0.362,-12.382,0.0303,0.389,0.000698,0.29,0.377,83.609,5P0tWr5JZqDoi5wq2OalFH,268600
0.74,0.567,-8.025,0.036,0.104,0.0,0.237,0.497,107.998,0iqk44gA8PaId0Fwa6eesN,228211
0.868,0.693,-7.052,0.181,0.0597,0.00399,0.106,0.396,114.999,3F1P0QzdXtBz0MXy7KIO5w,156911
0.604,0.521,-8.114,0.0382,0.817,0.0,0.108,0.462,137.823,7eMBDipvMwVnYiMe0yrS5x,183682
0.682,0.52,-9.623,0.0589,0.697,5.44e-06,0.265,0.468,112.965,3b89BehicGUgc60pLBo092,196920
0.758,0.719,-6.524,0.0547,0.185,3.9e-06,0.0717,0.752,124.056,3wyQDkVQ4ZyV6TbnUxMbiU,216160
0.614,0.69,-6.585,0.029,0.328,0.00503,0.187,0.69,105.009,0h1yRXb0VDMH64xCsXoxaj,206333
0.4,0.547,-8.381,0.177,0.33,0.0,0.241,0.606,177.595,1CsuHmKOfCYxPoO4xjlAWV,189720
0.92,0.736,-7.32,0.28,0.356,0.000498,0.108,0.766,113.038,2boYIpJVzkugP7BwAaVzGw,237427
0.648,0.537,-9.254,0.0607,0.56,0.0,0.107,0.539,113.01,3EiDyqPIjDDo6F8RS5Lj4t,233800
0.729,0.562,-7.527,0.0663,0.0305,0.0,0.219,0.329,164.095,3EvwJgzB6dzY67Gtg2j0gU,197413
0.694,0.659,-5.836,0.0336,0.559,0.0,0.315,0.826,118.028,5FjHng35NjhGvOeAKWmyFk,250427
0.786,0.695,-6.474,0.0284,0.37,0.0,0.233,0.816,125.992,5h9OvsTeNydBaZp7swQubV,164957
0.411,0.285,-11.936,0.0361,0.793,0.0,0.155,0.607,63.792,30BWTpgeLnFCQlm7QoF9uV,172493
0.767,0.544,-4.741,0.0283,0.515,0.0,0.0788,0.946,93.002,6cQay9EHT7Rc2iLxBrOhIh,202760
0.501,0.441,-10.505,0.0264,0.283,0.576,0.13,0.331,94.969,0GPJLdwrai2oqGboish0FP,215573
0.409,0.282,-11.869,0.068,0.84,0.0,0.128,0.133,179.657,3CEicYPuWchm2rBFPEfDG8,208173
0.708,0.693,-6.52,0.0279,0.404,0.0,0.133,0.759,96.935,3QjU8CDC7YD8oEd7ToqTC1,174040
0.893,0.74,-4.936,0.132,0.299,0.0,0.0881,0.963,101.025,4675yUu8AUbE72T94BkLCD,299147
0.908,0.758,-4.753,0.174,0.0687,0.0,0.0783,0.87,148.015,7BMO7O7ImjV8HNTH74Tshv,297840
0.663,0.777,-4.954,0.109,0.277,0.0,0.0466,0.758,92.68,1bl99Q4umnPomYGv3dQP67,270507
0.686,0.735,-4.616,0.264,0.00921,0.00066,0.342,0.0596,171.355,1v7L65Lzy0j0vdpRjJewt1,322227
0.662,0.507,-8.238,0.118,0.257,0.0,0.0465,0.676,86.412,68vgtRHr7iZHpzGpon6Jlo,223440
0.637,0.678,-3.798,0.266,0.209,0.0,0.156,0.254,84.039,561jH07mF1jHuk7KlaeF0s,250760
0.73,0.551,-8.172,0.152,0.208,0.000121,0.181,0.604,168.118,18vdhCWxqPohnPwicDi3Xr,289160
0.94,0.633,-3.56,0.0467,0.0581,4.04e-05,0.281,0.962,121.003,0qcjuYtMWhBjXg0Xwt5SzS,248680
0.888,0.632,-3.872,0.219,0.19,0.0,0.101,0.662,91.979,2NBQmPrOEEjA8VbeWOQGxO,266067
0.802,0.863,-3.552,0.2,0.0199,0.0,0.141,0.873,81.008,2eXlwgFPe6HgFaPJO8xQHK,219400
0.829,0.542,-6.567,0.238,0.0778,0.0,0.23,0.191,129.032,4CEc6d2xDtjK43lBGov6De,156948
0.631,0.934,-3.884,0.383,0.208,0.0,0.107,0.525,94.307,0LADfyVbuDEErWgvJOpSFW,129435
0.649,0.559,-8.711,0.046,0.0589,0.0,0.126,0.0987,89.982,4LYqSqGv4dx6bc299NCEW4,117340
0.814,0.536,-8.825,0.409,0.477,2.98e-05,0.856,0.747,99.845,3tEJvhhUFwjmm2ROEg8Upw,177659
0.388,0.334,-12.54,0.132,0.318,1.99e-05,0.0979,0.225,131.977,3aF2EvuNiSQxgk9evVpuQn,167602
0.549,0.636,-3.923,0.376,0.395,0.0,0.0974,0.661,182.363,7jdzEA44GdSp4laVCF3Ztw,251547
0.689,0.546,-8.624,0.345,0.08,0.0,0.0706,0.768,140.924,1IzxkqDIsmiFxTjaNdsiqn,184614
0.589,0.574,-7.646,0.494,0.709,0.0,0.0934,0.611,111.179,0k0NpcdYKsOBSSG9R8jZBD,170059
0.62,0.614,-7.004,0.119,0.179,0.0,0.118,0.405,131.941,6byu1JuAS5EYNPsAJiYtCz,127534
0.886,0.568,-9.755,0.398,0.547,0.0,0.129,0.63,136.068,5knZqkX7Nz2lN5u6mC1QNS,155768
0.827,0.772,-7.949,0.083,0.00357,0.000748,0.102,0.378,123.966,6wzykoVk0uCNr6ohaI3H7q,157852
0.593,0.528,-13.055,0.225,0.0724,0.0,0.103,0.336,165.946,3qxX9RmaAXP2xZaxRld5Rh,203916
0.89,0.427,-8.405,0.215,0.177,3.5e-06,0.109,0.136,130.118,4SP8PMCCPTpkjx0tAIRZFG,97847
0.626,0.714,-7.747,0.378,0.192,0.0,0.109,0.57,148.161,4qLwxPVXlBxYwNHrcDHVvw,220970
0.824,0.672,-5.256,0.108,0.00937,0.0,0.181,0.352,139.974,60R8NAhVOFtagzFvdbaoMp,114069
0.698,0.582,-8.58,0.147,0.0233,0.0,0.152,0.104,97.067,4J5jvzfg1AIDovVnYZQRnR,158728
0.746,0.679,-9.42,0.0642,0.674,0.0,0.117,0.738,120.995,1eE1nrR17EeJLXTn67n845,128935
0.577,0.645,-5.319,0.237,0.0102,0.0,0.103,0.376,176.006,4lwj4jRiUOFJJfAgN8S6AS,211109
0.63,0.553,-8.049,0.0764,0.4,0.0136,0.28,0.448,87.925,4AgZ3eQ51FWQgo4KYCd1yd,148636
0.612,0.556,-10.352,0.0843,0.21,0.0,0.134,0.621,180.04,4XdeBDww4NDuVm22yeMhef,240333
0.717,0.544,-8.111,0.239,0.74,0.0,0.0959,0.469,105.593,4mxV2QEHe9cwrQJmUkjdJq,208632
0.765,0.88,-4.361,0.116,0.176,1e-05,0.139,0.929,168.96,0Ed7MeXx64f6OcIuoTRCg1,215200
0.925,0.916,-4.057,0.12,0.0496,0.0,0.209,0.639,116.998,0p4eGfm1TCjaUa7b6zsPqZ,186200
0.67,0.788,-2.43,0.0445,0.00225,0.0,0.11,0.292,82.498,59q0gDvWPoL2DQ1SAt5ZLY,179467
0.949,0.661,-4.244,0.0572,0.0302,0.0,0.0454,0.76,104.504,3yfqSUWxFvZELEM4PmlwIR,284200
0.589,0.827,-2.938,0.384,0.0143,0.00151,0.14,0.386,161.978,5STdMlrBf6pqWiNE7WqxSi,256240
0.653,0.802,-7.03,0.336,0.0707,0.0,0.3,0.319,164.076,69aGQA9RqsvC8KpZOluneL,170027
0.646,0.813,-3.846,0.299,0.349,9.37e-05,0.0427,0.895,92.729,70FCugJxa7XW04Np6iYJdI,224440
0.65,0.636,-7.329,0.0285,0.0277,5.44e-06,0.09,0.395,120.873,7b7vlu6R3ww0Hzvz50GQDh,196364
0.799,0.76,-3.318,0.222,0.271,0.0,0.185,0.543,99.994,6TYPoBrn53njY2C0WwdmA1,263787
0.712,0.772,-3.024,0.346,0.0521,4.35e-06,0.0368,0.848,84.722,3G0yz3DZn3lfraledmBCT0,249480
0.761,0.642,-8.31,0.347,0.473,0.0,0.138,0.614,157.015,0125Xv5dFultDCQOzLc9wx,160000
0.925,0.659,-4.763,0.231,0.206,7.88e-05,0.279,0.71,97.018,69bHJ9qs5FrUJbKP8xU8uZ,214227
0.802,0.787,-6.009,0.206,0.00127,0.000181,0.0763,0.806,90.189,7sKt5Y2zJpYw78iAxndB8y,296907
0.773,0.54,-7.123,0.103,0.371,0.0,0.131,0.322,84.115,6tDxrq4FxEL2q15y37tXT9,280000
0.742,0.768,-5.21,0.056,0.000932,0.000122,0.164,0.664,96.802,2b1IfP2nRdMM9M5WjNoF7U,247187
0.72,0.514,-7.108,0.132,0.146,0.00713,0.107,0.212,142.98,0osPX8TruIebOhKuG6GK8C,272160
0.546,0.795,-5.825,0.444,0.253,0.0,0.0775,0.572,93.221,7xXvPyOiFCsB5SSpio5g38,258213
0.767,0.864,-1.847,0.133,0.0116,0.0,0.0957,0.747,85.475,0nKZeSrqH9u31NLoTUsYBR,257907
0.795,0.852,-2.238,0.178,0.0442,3.47e-06,0.39,0.673,95.44,7rUchbZxrhF29Q0vYjKEU0,330760
0.531,0.799,-2.76,0.414,0.0459,0.000172,0.331,0.631,165.964,3jdh7YQBCxykbhL7z0Ehu5,230787
0.63,0.782,-5.44,0.132,0.0828,0.0,0.034,0.418,140.144,6kfQDanT6Buh4Wu73ghbav,247947
0.604,0.703,-5.613,0.248,0.0138,0.0,0.157,0.382,167.93,5H0CQ5BCa3BkMpn62Dts7x,140069
0.849,0.904,-4.78,0.138,0.0248,5.11e-05,0.0545,0.854,99.258,6LwrEZNkvFTOypNwSLjuaJ,246533
0.687,0.796,-6.713,0.168,0.0989,2.25e-05,0.398,0.37,94.625,0RvnQ7hMgtXeJn8VdEhKu1,211867
0.715,0.655,-6.425,0.137,0.0525,0.0,0.115,0.531,95.078,2g7uRZ68eLtv74XrxgdT2q,207333
0.803,0.773,-3.628,0.121,0.0107,0.0,0.0632,0.708,91.915,1HCPjfa02m5JwcO37LHfYb,226027
0.802,0.755,-3.138,0.0564,0.0215,0.0,0.295,0.58,130.027,4woTEX1wYOTGDqNXuavlRC,350320
0.872,0.723,-5.968,0.247,0.0293,0.0,0.327,0.843,93.279,4VQNCzfZ3MdHEwwErNXpBo,307773
0.704,0.873,-4.057,0.144,0.121,5.12e-06,0.24,0.742,154.914,19FsxX4RthRMZGfXkImdCb,366880
0.52,0.768,-3.489,0.359,0.0193,0.00034,0.104,0.398,79.178,6CN3e26iQSj1N5lomh0mfO,296880
0.632,0.786,-5.596,0.354,0.0415,1.2e-05,0.0527,0.699,94.499,1FK0sZfZzCAIDUn7htCemp,296467
0.483,0.644,-6.605,0.307,0.37,0.0,0.202,0.532,87.937,4Z69sHFf60gZbdgdd9sBBq,331133
0.816,0.849,-4.41,0.26,0.0811,0.0,0.0616,0.844,94.007,4xh98RD1TjVR4nHa47iH72,258000
0.835,0.707,-5.074,0.0598,0.0219,2.19e-05,0.108,0.919,93.955,2mKouqwAIdQnMP43zxR89r,267093
0.512,0.801,-4.116,0.153,0.147,0.0,0.22,0.627,105.438,7eF7tMtetxreNLpfq3J93B,235987
0.839,0.706,-6.104,0.199,0.208,0.0,0.242,0.839,96.673,4hrae8atte6cRlSC9a7VCO,245133
0.668,0.824,-4.164,0.137,0.0017,3.05e-06,0.0426,0.185,163.961,3CpoeW0cZSDzIRv5z34F87,339547
0.78,0.575,-7.247,0.273,0.43,0.0,0.143,0.773,84.492,2g8HN35AnVGIk7B8yMucww,252747
0.677,0.698,-5.793,0.352,0.0935,0.0,0.0511,0.83,78.443,0fLILzjVXRCLC0lsNKcQ8I,288573
0.865,0.665,-6.289,0.073,0.0453,0.0,0.224,0.331,111.113,1ofhfV90EnYhEr7Un2fWiv,268827
0.769,0.646,-6.653,0.199,0.0566,0.0,0.406,0.433,90.079,5dL5jv5GSCRoDhTtnY8maL,278693
0.904,0.826,-2.372,0.272,0.0531,0.0,0.214,0.824,101.35,1YQ7BbJR8HqAolfprvxGKu,191600
0.762,0.838,-3.701,0.0963,0.033,0.0,0.0623,0.73,92.482,2S2x5N5VJNn7vqYukvoFFC,287547
0.554,0.899,-4.573,0.408,0.0521,0.0,0.0568,0.552,171.966,5DD9jE8Z3LvpVn2TxknJyX,227893
0.484,0.711,-4.584,0.239,0.142,0.0,0.378,0.46,90.961,2TgPHDU8zPgAvkSLXkHKXR,284653
0.777,0.751,-5.692,0.133,0.245,0.0,0.1,0.191,177.894,0LyZGZEZcFqpeF8bAfx3v0,272293
0.867,0.796,-4.73,0.0693,0.202,0.0,0.0838,0.776,92.766,32SFvZODywPBVDYSYtqxCj,231040
0.904,0.728,-4.773,0.275,0.351,0.000137,0.146,0.847,90.458,4tkSJRlbhuVxYjvuIQaMcj,244013
0.911,0.65,-5.529,0.0921,0.00254,0.0553,0.198,0.681,98.625,0JFBf2PloRfMkPg5DjXhDx,276413
0.534,0.671,-5.023,0.195,0.0504,0.0,0.362,0.422,174.292,0NJu93oln1kkgbHLFzLJ4h,192240
0.829,0.662,-6.552,0.32,0.0185,0.0,0.344,0.747,76.652,7sDbMmWxaErta2JbxKMu3Y,213653
0.726,0.757,-7.155,0.191,0.0254,0.0,0.702,0.679,83.979,3Feec7M9kLXDHag4iZcBxU,231933
0.81,0.745,-5.431,0.097,0.00712,2.1e-05,0.321,0.388,87.019,62duQFVb51gug9ajR6Qdiz,281653
0.747,0.52,-10.523,0.0357,0.0977,0.0537,0.142,0.601,92.869,2Ih217RCGAmyQR68Nn7Cqo,232773
0.727,0.8,-2.507,0.284,0.0621,0.0,0.143,0.862,144.833,0BxHrCnAE3wwkZVkQvw59J,178759
0.843,0.7,-3.249,0.26,0.127,0.0,0.876,0.675,95.05,65iyI1iybyv5ecsfBHSdUf,293053
0.751,0.884,-3.54,0.291,0.109,0.0,0.157,0.816,77.91,5J5Bbx7lKQOQXeW1EAL9Mz,223760
0.863,0.771,-2.77,0.19,0.00954,0.0,0.288,0.812,95.029,1YrHyDbH17btvI2rFTkbCQ,234733
0.841,0.739,-5.111,0.206,0.151,5.9e-05,0.0897,0.571,85.891,6QunXp3Hfsmz1qRYvILnNE,272507
0.683,0.74,-6.041,0.0462,0.00228,0.0,0.238,0.65,129.515,7qHAjAL7CpadaZLamuBZRm,281773
0.664,0.916,-3.888,0.473,0.17,1.67e-05,0.164,0.559,93.134,67IvfvAMYQzJEeHopvwMMW,173159
0.609,0.87,-4.672,0.292,0.127,0.0,0.157,0.462,95.129,3CBtWTrzgfCeU8lZyL132d,256227
0.663,0.856,-6.503,0.234,0.0676,0.0,0.0857,0.791,92.343,04Tf0AplqcbmxnBWisVaYt,263933
0.828,0.893,-4.567,0.192,0.117,0.0,0.217,0.711,85.95,7722WsrGPUvUMcfBR87nhc,308267
0.759,0.678,-5.148,0.314,0.23,0.0,0.15,0.327,89.64,5ljCWsDlSyJ41kwqym2ORw,205560
0.861,0.479,-8.433,0.0515,0.0452,0.0,0.351,0.278,99.969,1G93i9ga7ZPEOqpiNhM1mq,178840
0.699,0.668,-5.305,0.106,0.265,0.0,0.141,0.472,83.074,3kgutGd839IOYRl6ekeq6V,254467
0.487,0.729,-6.815,0.271,0.0538,4.07e-06,0.44,0.217,91.048,3qX1dqmDdmMvvfMVfsx4Bh,350120
0.564,0.703,-5.459,0.269,0.437,0.00927,0.358,0.477,139.045,4vgTAdLit4VNnxZ7YK06NW,237840
0.702,0.53,-7.094,0.4,0.0867,0.0,0.058,0.681,171.051,6qaGOYPk0tmPmPDIrRiBPM,239601
0.855,0.721,-5.08,0.0833,0.116,0.000709,0.134,0.765,100.195,0lyYQvycYaTVnmHofXfhi5,248387
0.813,0.676,-9.159,0.296,0.00842,0.0,0.171,0.705,94.629,1Mt7JLzBMXjTVKcdeD437t,235893
0.759,0.782,-6.975,0.0741,0.000589,0.0,0.35,0.507,131.04,5jHilrZDaP1vJMZfdN1He3,352853
0.724,0.853,-3.895,0.283,0.0164,0.0,0.65,0.775,170.51,53BZ6XygAoubR5DU5w38Vq,332733
0.878,0.739,-5.157,0.189,0.169,0.0,0.119,0.824,93.601,4sMTKm8fU6O8O4OZlmGWTr,237680
0.829,0.428,-9.469,0.0831,0.056,0.00413,0.137,0.45,148.075,5jnxxpX2834SB6LJ0S73Uz,299333
0.539,0.731,-5.085,0.453,0.112,1.19e-06,0.129,0.568,81.114,4oFtLSgHyZPNYDCcANhTnO,271773
0.65,0.691,-5.01,0.0561,0.00518,0.0,0.419,0.0745,123.123,1iklXRwvHxcPliOWLKODth,342987
0.648,0.759,-4.315,0.306,0.0142,0.0,0.648,0.518,85.996,0YImOCkIJ2PWhCXaURCZnY,324307
0.444,0.866,-6.217,0.111,0.000622,4.72e-05,0.105,0.375,94.968,1U8Ho1nOzKXYDvfigOuHG4,235120
0.848,0.405,-7.615,0.293,0.265,0.0,0.131,0.314,128.019,0rkzHjL6NnDnRic4qccG12,181000
0.831,0.783,-6.719,0.0527,0.079,1.27e-06,0.35,0.771,140.046,0hdiDzQu1FsfaYM1NIL8ma,218440
0.618,0.717,-5.738,0.318,0.00256,0.0,0.625,0.603,190.05,5NQbUaeTEOGdD6hHcre0dZ,196693
0.762,0.601,-5.415,0.0817,0.0702,0.000351,0.151,0.377,99.95,2npJP0YTkykkqjezhA1g8f,206720
0.796,0.766,-5.974,0.238,0.0742,0.0,0.0827,0.558,110.034,3iVcZ5G6tvkXZkZKlMpIUs,219333
0.677,0.638,-8.631,0.333,0.589,0.0,0.193,0.435,82.81,2e3Ea0o24lReQFR4FA7yXH,211497
0.6,0.592,-4.947,0.0545,0.0191,0.0,0.0955,0.0663,130.205,0uFvvXbmGIXlf5ZgtHyYpf,269267
0.656,0.612,-5.415,0.225,0.0094,0.0,0.146,0.626,132.072,2rJvc7nSYWBKAuNUMx1Cr2,283653
0.823,0.768,-6.21,0.0819,0.0146,1.03e-06,0.127,0.216,115.021,3SEd8nPd8MpGwk6ZZ8tk2j,274320
0.725,0.534,-6.238,0.0946,0.0752,0.0,0.0919,0.558,91.974,72TFWvU3wUYdUuxejTTIzt,219320
0.546,0.529,-10.511,0.0583,0.0862,6.5e-06,0.124,0.247,107.331,2Gyc6e2cLxA5hoX1NOvYnU,237787
0.828,0.792,-5.435,0.179,0.182,0.0,0.281,0.777,134.199,024Q1MI4uaYHF6j2Q2ZYgF,233360
0.859,0.75,-8.325,0.303,0.0193,0.0,0.0538,0.857,98.691,5n8Aro6j1bEGIy7Tpo7FV7,345717
0.854,0.401,-8.553,0.395,0.118,0.0,0.527,0.42,139.922,73JJHEKUuOOsA8MDzOd4vy,287086
0.889,0.4,-10.586,0.26,0.322,1.32e-05,0.331,0.336,128.073,0Thqjtu54vKMP06pwZkAWp,301064
0.709,0.589,-7.776,0.0433,0.0507,0.0,0.0585,0.58,133.922,29gsi1zZrZxdStACmTQB0Z,278067
0.646,0.784,-7.471,0.108,0.0166,0.0,0.0721,0.179,127.839,78JKJfKsqgeBDBF58gv1SF,197132
0.465,0.735,-3.715,0.117,0.0711,0.0,0.0975,0.409,173.935,19a3JfW8BQwqHWUMbcqSx8,196040
0.647,0.514,-10.05,0.0593,0.0655,0.0,0.398,0.386,79.975,1DIXPcTDzTj8ZMHt3PDt8p,240693
0.671,0.314,-8.091,0.244,0.11,0.0,0.0825,0.296,110.898,4pAl7FkDMNBsjykPXo91B3,191600
0.916,0.844,-3.967,0.236,0.0394,0.0,0.0778,0.586,95.19,0Z2J91b2iTGLVTZC4fKgxf,312627
0.671,0.745,-4.095,0.343,0.00592,0.0,0.288,0.503,94.261,1NcSixtkG20Ip6rjQYbcbu,252407
0.634,0.845,-5.058,0.352,0.00602,5.29e-06,0.0598,0.929,94.0,3gY6tiCNsuVi6s8kPV6aQg,237027
0.957,0.737,-4.88,0.115,0.21,0.0,0.0616,0.934,107.088,5FLctoy4mpCxLJ1QPneTOV,228240
0.702,0.803,-6.86,0.266,0.0724,0.0,0.372,0.881,166.042,0rok38RPhg2SbUZt2JPFP6,210840
0.88,0.814,-6.307,0.14,0.168,0.00672,0.0584,0.942,138.083,7m97yKVzPpXV9Z4ezEziOD,283067
0.674,0.695,-8.636,0.278,0.0387,0.00202,0.194,0.773,151.486,3uqinR4FCjLv28bkrTdNX5,221840
0.683,0.59,-5.423,0.458,0.326,0.0,0.148,0.653,100.892,5880eYQmXx3c3oD22IljIt,224107
0.772,0.599,-5.996,0.246,0.0277,0.0,0.0839,0.557,92.029,2uhnzF1F605tp9QS6rH2VW,247507
0.772,0.644,-6.318,0.265,0.158,4.14e-06,0.366,0.388,82.05,2zoobJFEB9h15fjYjRd6oP,312373
0.831,0.467,-9.699,0.0352,0.475,0.0,0.091,0.51,100.962,1veg9HLCMFpatZpibpb9TU,137880
0.779,0.51,-3.629,0.252,0.262,0.0,0.0865,0.591,90.025,2hzKxuc2LwqMnkoVRMkV0B,218000
0.66,0.707,-5.758,0.208,0.397,0.0,0.211,0.761,89.279,7lVNTXkI3cHFvcXiI8damb,268800
0.66,0.623,-7.321,0.152,0.0851,0.0,0.0841,0.736,179.986,2IyL2CyHoenwQLds5jSuqK,200720
0.849,0.521,-12.999,0.216,0.304,1.65e-06,0.115,0.763,95.265,7nYvUtkQMx1v80S2FH2s9J,248867
0.714,0.862,-5.531,0.286,0.0305,0.0,0.0884,0.887,92.849,0ZHu7jkSSrT0eK4OxuG4O5,281240
0.657,0.734,-4.832,0.484,0.149,0.0,0.139,0.434,91.03,5SkRLpaGtvYPhw02vZhQQ9,223507
0.559,0.733,-5.659,0.171,0.314,0.0,0.284,0.611,145.115,3A4cpTBPaIQdtPFb5JxtaX,316053
0.571,0.739,-6.11,0.247,0.00865,5.21e-06,0.158,0.66,83.089,4mmkhcEm1Ljy1U9nwtsxUo,221227
0.731,0.818,-7.035,0.182,0.127,0.00636,0.233,0.862,92.29,1pjDKRg5WddCDSlG5PXcKy,261293
0.261,0.852,-4.965,0.158,0.139,4.26e-05,0.477,0.431,177.997,1gT5TGwbkkkUliNzHRIGi1,284493
0.594,0.946,-4.521,0.452,0.0869,0.0,0.306,0.397,155.826,70ATm56tH7OrQ1zurYssz0,283733
0.88,0.438,-7.562,0.248,0.0147,0.0,0.0907,0.714,90.02,68Zq7PMcPIQE8ol1x3gAqw,324907
0.769,0.818,-1.385,0.192,0.263,0.0,0.0787,0.918,88.017,4E5IFAXCob6QqZaJMTw5YN,240800
0.866,0.63,-4.795,0.172,0.0199,0.0,0.036,0.75,82.044,41sLy8IQUSgvjjeW2CN0vc,257640
0.78,0.657,-7.149,0.317,0.0321,2.56e-06,0.339,0.648,163.969,3IrkbGQCoEPAkzJ0Tkv8nm,245173
0.87,0.653,-4.353,0.326,0.151,0.0,0.303,0.755,94.84,0YHI5hydPPth6J5UOzdLDX,223000
0.772,0.821,-0.14,0.25,0.223,0.0,0.148,0.77,91.921,1SWVDBtw6h3tm9OehOkDhv,244200
0.918,0.586,-2.89,0.133,0.0783,0.0,0.145,0.779,95.517,7lgvU7WnwcNZ8dbGUz8yhP,288200
0.516,0.874,-2.571,0.186,0.0864,0.0,0.173,0.391,169.561,4dK00wCxlqWEeN8BoM1BHT,297520
0.889,0.818,-4.639,0.253,0.47,0.0,0.179,0.782,96.063,5ByAIlEEnxYdvpnezg7HTX,302760
0.642,0.846,-3.856,0.423,0.112,0.0,0.045,0.519,179.548,0Mycps3zl2az8oFUZxU2kD,190653
0.833,0.568,-4.312,0.0847,0.0262,0.0,0.11,0.369,89.958,48EQasc6XD0pOQtkIOWqOC,235067
0.945,0.701,-3.749,0.158,0.0872,3.32e-06,0.147,0.617,107.036,4CKYscH2FY8iXrHehW9SHk,179560
0.727,0.74,-3.401,0.153,0.012,0.0,0.294,0.221,82.031,1cA2LExLTdhHLL0FmXoc57,242227
0.934,0.562,-4.609,0.24,0.0476,1.31e-06,0.0608,0.712,96.792,0KbIwqCAHmXWu7hrszXY6j,209413
0.561,0.774,-3.144,0.447,0.399,1.84e-06,0.189,0.82,77.621,0eK5y1c7WDyWwx6k9SFjbT,337760
0.884,0.679,-5.857,0.282,0.0957,0.00209,0.0289,0.591,76.993,5Tl0HJvynZtKdSUMKbFVVX,238467
0.494,0.887,-4.297,0.398,0.00661,0.0,0.103,0.548,89.554,7sLpSWxQazJzDVG6YGzlVs,234627
0.646,0.796,-6.152,0.366,0.409,0.0,0.107,0.676,83.093,4gXdMZkBN1neE9nX6yRALa,265480
0.78,0.634,-5.941,0.16,0.0199,2.98e-05,0.29,0.754,125.25,5IweeQZdY5XEzStLzUJG5t,304507
0.521,0.625,-7.47,0.067,0.0301,0.0,0.121,0.136,101.019,0r2Bul2NuCViraT2zX1l5j,334067
0.763,0.786,-6.472,0.229,0.0146,0.0114,0.0817,0.504,93.857,33ZXjLCpiINn8eQIDYEPTD,325507
0.865,0.884,-2.435,0.138,0.121,2.31e-06,0.102,0.788,95.323,2sXaZphe2LlqAyZVKvHbU1,222320
0.714,0.665,-7.736,0.0509,0.0996,0.0,0.226,0.842,78.515,2aEuXA1KswHlCGPOuPmCOW,204733
0.765,0.666,-5.384,0.172,0.102,0.0,0.116,0.756,87.002,3MhdH8PxqH1FuQp3HBptUI,273360
0.658,0.621,-5.725,0.231,0.0667,2.46e-06,0.142,0.817,91.267,1uVfUdVv0h9MWia3tdZo5G,246707
0.675,0.779,-1.439,0.402,0.161,0.0,0.0656,0.553,95.739,6QdVBqkKNUqCqercvUHMkP,232227
0.876,0.573,-3.764,0.431,0.294,0.0,0.121,0.756,92.236,4FI0rdztOAYJZMupujL5Gp,205453
0.775,0.686,-5.472,0.184,0.0161,1.43e-06,0.3,0.729,125.241,3uZAWnZVt2xL4X7RfNrCDk,309293
